ID,Dataset,Month,Year,Desc,Raw_desc
272,Significant Cyber Incidents Since 2006,June,2017,"The New York Times revealed that spyware sold to the Mexican government was being used to target human rights lawyers, journalists, and anti-corruption activists","June 2017.   The New York Times revealed that spyware sold to the Mexican government was being used to target human rights lawyers, journalists, and anti-corruption activists"
273,Significant Cyber Incidents Since 2006,June,2017,"US-CERT identified the North Korean government as being behind a DDoS botnet infrastructure used to target media, financial, aerospace, and critical infrastructure organizations worldwide","June 2017.  US-CERT identified the North Korean government as being behind a DDoS botnet infrastructure used to target media, financial, aerospace, and critical infrastructure organizations worldwide"
274,Significant Cyber Incidents Since 2006,June,2017,A  Russia-linked  hacking  group  was  found  to  have  launched  a  spear-phishing campaign against Montenegro after the country announced its decision to join NATO,June  2017.    A  Russia-linked  hacking  group  was  found  to  have  launched  a  spear-phishing campaign against Montenegro after the country announced its decision to join NATO
275,Significant Cyber Incidents Since 2006,June,2017,"A NotPetya ransomware attack shut down the port terminals of Danish shipping giant Maersk for two days, causing an estimated $300 million in associated costs","June 2017.  A NotPetya ransomware attack shut down the port terminals of Danish shipping giant Maersk for two days, causing an estimated $300 million in associated costs"
276,Significant Cyber Incidents Since 2006,June,2017,"Russian   hackers   used   an   updated   ransomware   program   to   target   Ukrainian infrastructure, including power companies, airports, and public transit.","June   2017.   Russian   hackers   used   an   updated   ransomware   program   to   target   Ukrainian infrastructure, including power companies, airports, and public transit."
277,Significant Cyber Incidents Since 2006,June,2017,"A  brute-force  attack  alleged  to  have  been  carried  out  by  Iranian  state  actors compromised nearly 90 British members of parliament, whose email accounts were hacked.","June  2017.  A  brute-force  attack  alleged  to  have  been  carried  out  by  Iranian  state  actors compromised nearly 90 British members of parliament, whose email accounts were hacked."
278,Significant Cyber Incidents Since 2006,May,2017,"A hacking campaign by an Iran-linked group targeted multiple Israeli IT vendors, financial institutions and the national post office","May 2017.   A hacking campaign by an Iran-linked group targeted multiple Israeli IT vendors, financial institutions and the national post office"
279,Significant Cyber Incidents Since 2006,May,2017,A ransomware campaign spread to 99 countries using a vulnerability revealed in the Shadow Brokers’ April 2017 dump of NSA tools.,May 2017. A ransomware campaign spread to 99 countries using a vulnerability revealed in the Shadow Brokers’ April 2017 dump of NSA tools.
280,Significant Cyber Incidents Since 2006,May,2017,"Lebanon accused Israel of hacking the Lebanese telecoms network and sending audio and WhatsApp messages to 10,000 people claiming that Hezbollah’s leader was behind the death of the group’s top commander.","May 2017. Lebanon accused Israel of hacking the Lebanese telecoms network and sending audio and WhatsApp messages to 10,000 people claiming that Hezbollah’s leader was behind the death of the group’s top commander."
281,Significant Cyber Incidents Since 2006,May,2017,An Iranian hacking group attempted to carry out an attack on a U.S. military contractor using Russian tools.,May 2017. An Iranian hacking group attempted to carry out an attack on a U.S. military contractor using Russian tools.
282,Significant Cyber Incidents Since 2006,May,2017,"Thousands of emails and other documents from the campaign of French president-elect Emmanuel Macron, totaling 9 gigabytes, were released shortly before the election, in an effort linked to Russia.","May 2017. Thousands of emails and other documents from the campaign of French president-elect Emmanuel Macron, totaling 9 gigabytes, were released shortly before the election, in an effort linked to Russia."
283,Significant Cyber Incidents Since 2006,April,2017,"The  Israeli  Cyber  Defense  Authority  announced  it  had  defended  an  Iranian cyberattack campaign against 120 targets in the government, high-tech, medical, and education sectors","April  2017.    The  Israeli  Cyber  Defense  Authority  announced  it  had  defended  an  Iranian cyberattack campaign against 120 targets in the government, high-tech, medical, and education sectors"
284,Significant Cyber Incidents Since 2006,April,2017,Irish state-owned utility EirGrid suffered a security breach  at the hands of state- sponsored  hackers  involving  a  virtual  wiretap  allowing  access  to  the  company’s  unencrypted communications.,April 2017.   Irish state-owned utility EirGrid suffered a security breach  at the hands of state- sponsored  hackers  involving  a  virtual  wiretap  allowing  access  to  the  company’s  unencrypted communications.
285,Significant Cyber Incidents Since 2006,April,2017,"The Lazarus Group, thought to be associated with North Korea, was found to be involved in a spear phishing campaign against US defense contractors","April 2017.   The Lazarus Group, thought to be associated with North Korea, was found to be involved in a spear phishing campaign against US defense contractors"
286,Significant Cyber Incidents Since 2006,April,2017,"Cybersecurity researchers revealed a growing cyber-espionage campaign originating in China and targeting construction, engineering, aerospace and telecom companies, as well as government agencies, in the U.S., Europe, and Japan.","April 2017. Cybersecurity researchers revealed a growing cyber-espionage campaign originating in China and targeting construction, engineering, aerospace and telecom companies, as well as government agencies, in the U.S., Europe, and Japan."
287,Significant Cyber Incidents Since 2006,April,2017,"The Danish Defense Intelligence Service reported that a “foreign player,” alleged by the Danish press to be Russia espionage group, had accessed Defense Ministry email accounts in 2015 and in 2016, but was unable to retrieve classified information.","April 2017. The Danish Defense Intelligence Service reported that a “foreign player,” alleged by the Danish press to be Russia espionage group, had accessed Defense Ministry email accounts in 2015 and in 2016, but was unable to retrieve classified information."
288,Significant Cyber Incidents Since 2006,April,2017,"The Shadow Brokers, the group that claimed to have hacked the NSA in August 2016, released yet another trove of purported NSA hacking tools, including one that suggests the NSA had gained access to SWIFT messages.","April 2017. The Shadow Brokers, the group that claimed to have hacked the NSA in August 2016, released yet another trove of purported NSA hacking tools, including one that suggests the NSA had gained access to SWIFT messages."
289,Significant Cyber Incidents Since 2006,April,2017,"Chinese  attempts  to  penetrate  South  Korean  military,  government  and  defense industry networks continued at an increasing rate since a February announcement that the THAAD missile defense system would be deployed in South Korea.","April  2017.  Chinese  attempts  to  penetrate  South  Korean  military,  government  and  defense industry networks continued at an increasing rate since a February announcement that the THAAD missile defense system would be deployed in South Korea."
290,Significant Cyber Incidents Since 2006,March,2017,"An intelligence report revealed a Russian operation to send malicious spear-phishing messages to more than 10,000 Twitter users in the Department of Defense. The malicious payloads delivered through these messages gave Russian hackers access to the victim’s device and Twitter account.","March 2017. An intelligence report revealed a Russian operation to send malicious spear-phishing messages to more than 10,000 Twitter users in the Department of Defense. The malicious payloads delivered through these messages gave Russian hackers access to the victim’s device and Twitter account."
291,Significant Cyber Incidents Since 2006,March,2017,"The U.S. Department of Justice indicted two Russian intelligence agents and two criminal  hackers  over  the  September  2014  Yahoo  hack,  which  compromised  500  million  user accounts.","March 2017. The U.S. Department of Justice indicted two Russian intelligence agents and two criminal  hackers  over  the  September  2014  Yahoo  hack,  which  compromised  500  million  user accounts."
292,Significant Cyber Incidents Since 2006,March,2017,"Chinese police arrested 96 suspects charged with hacking into the servers of social media,  gaming  and  video  streaming  sites,  stealing  personal  information,  and  posting  the information for sale on online forums.","March 2017. Chinese police arrested 96 suspects charged with hacking into the servers of social media,  gaming  and  video  streaming  sites,  stealing  personal  information,  and  posting  the information for sale on online forums."
293,Significant Cyber Incidents Since 2006,March,2017,"Wikileaks released a trove of sophisticated CIA hacking tools dated from 2013 to 2016, claiming that the release reflected several hundred million lines of CIA-developed code.","March 2017. Wikileaks released a trove of sophisticated CIA hacking tools dated from 2013 to 2016, claiming that the release reflected several hundred million lines of CIA-developed code."
294,Significant Cyber Incidents Since 2006,February,2017,An  Iranian  hacker  group  targeted  actors  associated  with  the  U.S.  defense industrial base as well as at least one human rights activist in a campaign to steal credentials and other data,February  2017.    An  Iranian  hacker  group  targeted  actors  associated  with  the  U.S.  defense industrial base as well as at least one human rights activist in a campaign to steal credentials and other data
295,Significant Cyber Incidents Since 2006,February,2017,"An  Iranian  cyber  espionage  campaign  targeted  the  energy,  government,  and technology sectors of Saudi Arabia","February  2017.   An  Iranian  cyber  espionage  campaign  targeted  the  energy,  government,  and technology sectors of Saudi Arabia"
296,Significant Cyber Incidents Since 2006,February,2017,"A suspected Russian hacker breaches at least 60 universities and US government organizations using SQL injections, including HUD, NOAA, Cornell University, and NYU, among many others. This follows up a hack by the same actor against the U.S. Electoral Assistance Commission in December 2016.","February 2017. A suspected Russian hacker breaches at least 60 universities and US government organizations using SQL injections, including HUD, NOAA, Cornell University, and NYU, among many others. This follows up a hack by the same actor against the U.S. Electoral Assistance Commission in December 2016."
297,Significant Cyber Incidents Since 2006,February,2017,Indian  Central Bureau of  Investigation and Army officers were targeted by a phishing campaign purportedly mounted by Pakistan.,February 2017.  Indian  Central Bureau of  Investigation and Army officers were targeted by a phishing campaign purportedly mounted by Pakistan.
298,Significant Cyber Incidents Since 2006,February,2017,Hackers compromised the Singaporean military’s web access system and stole the personal information of 850 people. The Ministry of Defense said it was likely the attack was state sponsored.,February 2017. Hackers compromised the Singaporean military’s web access system and stole the personal information of 850 people. The Ministry of Defense said it was likely the attack was state sponsored.
299,Significant Cyber Incidents Since 2006,February,2017,"A sophisticated malware operation extracted over 600 gigabytes of data from 70 mostly Ukrainian targets in the fields of critical infrastructure, news media, and scientific research.","February 2017. A sophisticated malware operation extracted over 600 gigabytes of data from 70 mostly Ukrainian targets in the fields of critical infrastructure, news media, and scientific research."
300,Significant Cyber Incidents Since 2006,January,2017,"A Swedish foreign policy institute accused Russia of conducting an information warfare  campaign,  using  fake  news,  false  documents,  and  disinformation  intended  to  weaken public support for Swedish policies.","January 2017. A Swedish foreign policy institute accused Russia of conducting an information warfare  campaign,  using  fake  news,  false  documents,  and  disinformation  intended  to  weaken public support for Swedish policies."
301,Significant Cyber Incidents Since 2006,December,2016,"A cyber attack targeted Ukraine’s national power company, Ukrenergo, and shut down power to northern Kiev for over an hour.","December 2016. A cyber attack targeted Ukraine’s national power company, Ukrenergo, and shut down power to northern Kiev for over an hour."
302,Significant Cyber Incidents Since 2006,December,2016,"The Society for Worldwide Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by “sophisticated” threat actors, having witnessed  “a  meaningful  number”  of  attacks  on  its  customers  since  the  Bangladesh  heist  in February 2016, a fifth of which had resulted in stolen funds.","December 2016. The Society for Worldwide Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by “sophisticated” threat actors, having witnessed  “a  meaningful  number”  of  attacks  on  its  customers  since  the  Bangladesh  heist  in February 2016, a fifth of which had resulted in stolen funds."
303,Significant Cyber Incidents Since 2006,December,2016,"Yahoo revealed that its systems had been intruded into in August 2013, and that the breach compromised one billion user accounts. Compromised data included usernames, email addresses, phone numbers, dates of birth, passwords, and security questions and answers. The data was posted for sale for $200,000 or best offer on underground forums.","December 2016. Yahoo revealed that its systems had been intruded into in August 2013, and that the breach compromised one billion user accounts. Compromised data included usernames, email addresses, phone numbers, dates of birth, passwords, and security questions and answers. The data was posted for sale for $200,000 or best offer on underground forums."
304,Significant Cyber Incidents Since 2006,November,2016,"An indiscriminate attack compromised systems at the San Francisco Municipal Transportation  Agency  (the  Muni),  locking  operators  out  of  computers  and  customers  out  of kiosks. As a result, the Muni offered customers free rides for two days, until administrators restored its systems without paying the demanded $73,000 ransom.","November 2016. An indiscriminate attack compromised systems at the San Francisco Municipal Transportation  Agency  (the  Muni),  locking  operators  out  of  computers  and  customers  out  of kiosks. As a result, the Muni offered customers free rides for two days, until administrators restored its systems without paying the demanded $73,000 ransom."
305,Significant Cyber Incidents Since 2006,November,2016,"Hackers  targeted  AdultFriendFinder,  a  dating  website,  compromising  412 million  users  and  publishing  their  emails,  passwords,  member  status  and  purchases  on  online criminal marketplaces.","November  2016.  Hackers  targeted  AdultFriendFinder,  a  dating  website,  compromising  412 million  users  and  publishing  their  emails,  passwords,  member  status  and  purchases  on  online criminal marketplaces."
306,Significant Cyber Incidents Since 2006,November,2016,The hard-drive-wiping “Shamoon” virus used against Saudi Aramco in 2012 was  deployed  against  four  Saudi  Arabian  government  agencies.  The  attack  wiped  data  on thousands of computers at Saudi’s General Authority of Civil Aviation and other agencies.,November 2016. The hard-drive-wiping “Shamoon” virus used against Saudi Aramco in 2012 was  deployed  against  four  Saudi  Arabian  government  agencies.  The  attack  wiped  data  on thousands of computers at Saudi’s General Authority of Civil Aviation and other agencies.
307,Significant Cyber Incidents Since 2006,October,2016,Hackers  grained  control  of  a  major  Brazilian  bank’s  Domain  Name  System addresses and seized the bank’s entire online footprint for several hours.,October  2016.  Hackers  grained  control  of  a  major  Brazilian  bank’s  Domain  Name  System addresses and seized the bank’s entire online footprint for several hours.
308,Significant Cyber Incidents Since 2006,October,2016,The U.S. Director of National Intelligence and Department of Homeland Security jointly identified Russia as responsible for hacking the Democratic National Committee and using WikiLeaks to dump emails obtained in the hack.,October 2016. The U.S. Director of National Intelligence and Department of Homeland Security jointly identified Russia as responsible for hacking the Democratic National Committee and using WikiLeaks to dump emails obtained in the hack.
309,Significant Cyber Incidents Since 2006,September,2016,Japanese  Defense  Ministry  and  Self-Defense  Forces  (SDF)  communications networks linking SDF bases and camps were compromised.,September  2016.  Japanese  Defense  Ministry  and  Self-Defense  Forces  (SDF)  communications networks linking SDF bases and camps were compromised.
310,Significant Cyber Incidents Since 2006,September,2016,"Yahoo  revealed  that  it  an  intrusion  into  its  network  in  late  2014  had  given hackers access to 500 million users’ usernames, email addresses, phone numbers, dates of birth, passwords, and a mix of encrypted and plaintext security questions and answers. The company’s CIO claimed the attack was perpetrated by a state-sponsored actor.","September  2016.  Yahoo  revealed  that  it  an  intrusion  into  its  network  in  late  2014  had  given hackers access to 500 million users’ usernames, email addresses, phone numbers, dates of birth, passwords, and a mix of encrypted and plaintext security questions and answers. The company’s CIO claimed the attack was perpetrated by a state-sponsored actor."
311,Significant Cyber Incidents Since 2006,August,2016,A  group  calling  itself  “Shadow  Brokers”  claimed  to  have  penetrated  NSA  and published a collection of NSA tools on Pastebin.,August  2016.  A  group  calling  itself  “Shadow  Brokers”  claimed  to  have  penetrated  NSA  and published a collection of NSA tools on Pastebin.
312,Significant Cyber Incidents Since 2006,August,2016,Brazilian hackers ramped up phishing attacks against tourists visiting Rio de Janeiro for  the  2016  Olympics.  Security  researchers  ranked  Brazil  second  only  to  Russia  in  the sophistication of its financial fraud gangs.,August 2016. Brazilian hackers ramped up phishing attacks against tourists visiting Rio de Janeiro for  the  2016  Olympics.  Security  researchers  ranked  Brazil  second  only  to  Russia  in  the sophistication of its financial fraud gangs.
313,Significant Cyber Incidents Since 2006,August,2016,"A  cybercriminal  gang  purportedly  from  Russia  breached  enterprise  software company Oracle’s systems, possibly to install malware on point-of-sale (POS) systems. The POS malware would then allow hackers to gain access to financial information in data breaches at major retailers.","August  2016.  A  cybercriminal  gang  purportedly  from  Russia  breached  enterprise  software company Oracle’s systems, possibly to install malware on point-of-sale (POS) systems. The POS malware would then allow hackers to gain access to financial information in data breaches at major retailers."
314,Significant Cyber Incidents Since 2006,August,2016,Two Hong Kong government agencies were penetrated in an attack allegedly by China. The attack came weeks before legislative elections in Hong Kong.,August 2016. Two Hong Kong government agencies were penetrated in an attack allegedly by China. The attack came weeks before legislative elections in Hong Kong.
315,Significant Cyber Incidents Since 2006,August,2016,"Designs  and  data  regarding  India’s  Scorpene  submarines  were  leaked  from  the French shipbuilder DCNS. DCNS also builds submarines for Malaysia and Chile, and recently won contracts to build submarines for Brazil and Australia.","August  2016.  Designs  and  data  regarding  India’s  Scorpene  submarines  were  leaked  from  the French shipbuilder DCNS. DCNS also builds submarines for Malaysia and Chile, and recently won contracts to build submarines for Brazil and Australia."
316,Significant Cyber Incidents Since 2006,July,2016,"Forensic evidence points to Russian intelligence agencies as responsible for the release of 20,000 emails from the Democratic National Committee.","July 2016. Forensic evidence points to Russian intelligence agencies as responsible for the release of 20,000 emails from the Democratic National Committee."
317,Significant Cyber Incidents Since 2006,July,2016,"A series of DDOS attacks disrupted 68 Philippine government websites on July 12, the day the United Nations International Arbitration court released its decision ruling in favor of the Philippines on the West Philippine Sea territorial dispute.","July 2016. A series of DDOS attacks disrupted 68 Philippine government websites on July 12, the day the United Nations International Arbitration court released its decision ruling in favor of the Philippines on the West Philippine Sea territorial dispute."
318,Significant Cyber Incidents Since 2006,July,2016,"A new strain of cyberespionage malware with a dropper designed to target specific European energy companies has been discovered. Researchers say the malware appears to be the work of a nation-state, may have originated in Eastern Europe, and its role seems to be battlespace preparation.","July 2016: A new strain of cyberespionage malware with a dropper designed to target specific European energy companies has been discovered. Researchers say the malware appears to be the work of a nation-state, may have originated in Eastern Europe, and its role seems to be battlespace preparation."
319,Significant Cyber Incidents Since 2006,July,2016,"A Chinese cyber espionage group targeted defense industries in Russia, Belarus, and Mongolia with APTs using phishing campaigns to exfiltrate data.","July 2016: A Chinese cyber espionage group targeted defense industries in Russia, Belarus, and Mongolia with APTs using phishing campaigns to exfiltrate data."
320,Significant Cyber Incidents Since 2006,May,2016,Suspected Russian hackers attempted to penetrate the Turkish Prime Minister’s office and the German Christian Democratic Union party. The attacks targeted personal email accounts and attempted to obtain login credentials.,May 2016: Suspected Russian hackers attempted to penetrate the Turkish Prime Minister’s office and the German Christian Democratic Union party. The attacks targeted personal email accounts and attempted to obtain login credentials.
321,Significant Cyber Incidents Since 2006,May,2016,"Researchers uncovered an espionage campaign originating from Iran that attacked government and business targets in multiple countries, as well as targets inside of Iran.  The operation was conducted over the course of a decade.","May 2016. Researchers uncovered an espionage campaign originating from Iran that attacked government and business targets in multiple countries, as well as targets inside of Iran.  The operation was conducted over the course of a decade."
322,Significant Cyber Incidents Since 2006,May,2016,Germany’s domestic intelligence agency accused Russia of perpetrating a series of cyber  attacks  on  the  German  Bundestag  in  2015.  The  attackers  made  off  with  an  undisclosed amount of data.,May 2016. Germany’s domestic intelligence agency accused Russia of perpetrating a series of cyber  attacks  on  the  German  Bundestag  in  2015.  The  attackers  made  off  with  an  undisclosed amount of data.
323,Significant Cyber Incidents Since 2006,May,2016,"Saudi Arabian communications and defense organizations were hacked, possibly by Iran.","May 2016: Saudi Arabian communications and defense organizations were hacked, possibly by Iran."
324,Significant Cyber Incidents Since 2006,April,2016,"The German Christian Democratic Union, the political party of Angela Merkel, was targeted in a credential phishing attack by a Russian cyber espionage group.","April 2016. The German Christian Democratic Union, the political party of Angela Merkel, was targeted in a credential phishing attack by a Russian cyber espionage group."
325,Significant Cyber Incidents Since 2006,April,2016,"The  Phillipine  Commission  on  Elections’  (COMELEC)  database  was  breached, exposing the personal information of all 55 million registered Filipino voters, including fingerprint data, passport numbers and expiry dates, and intentions to run for office.","April  2016.  The  Phillipine  Commission  on  Elections’  (COMELEC)  database  was  breached, exposing the personal information of all 55 million registered Filipino voters, including fingerprint data, passport numbers and expiry dates, and intentions to run for office."
326,Significant Cyber Incidents Since 2006,April,2016,"Microsoft  researchers  discover  a  highly  skilled  hack  group  that  has  targeted government    agencies    (including    intelligence    agencies),    defense    research    centers    and telecommunication service providers in South and Southeast Asia since 2009.","April  2016.  Microsoft  researchers  discover  a  highly  skilled  hack  group  that  has  targeted government    agencies    (including    intelligence    agencies),    defense    research    centers    and telecommunication service providers in South and Southeast Asia since 2009."
327,Significant Cyber Incidents Since 2006,April,2016,North Korean hackers stole warship blueprints from the database of a South Korean shipbuilder.,April 2016.  North Korean hackers stole warship blueprints from the database of a South Korean shipbuilder.
328,Significant Cyber Incidents Since 2006,Mach,2016,A  suspected  ransomware  attack  crippled  MedStar  Health-operated  hospitals  in Maryland and Washington.,Mach  2016.  A  suspected  ransomware  attack  crippled  MedStar  Health-operated  hospitals  in Maryland and Washington.
329,Significant Cyber Incidents Since 2006,March,2016,"North Korean hackers broke into the smartphones of a dozen South Korean officials, accessing phone conversations, text messages, and other sensitive information.","March 2016. North Korean hackers broke into the smartphones of a dozen South Korean officials, accessing phone conversations, text messages, and other sensitive information."
330,Significant Cyber Incidents Since 2006,March,2016,"21st  Century Oncology, a cancer care company, revealed that 2.2 million patients’ personal information may have been stolen in an October 2015 hack. Hackers had access to patient names, Social Security numbers, doctor names, diagnosis and treatment information, and insurance information.","March 2016. 21st  Century Oncology, a cancer care company, revealed that 2.2 million patients’ personal information may have been stolen in an October 2015 hack. Hackers had access to patient names, Social Security numbers, doctor names, diagnosis and treatment information, and insurance information."
331,Significant Cyber Incidents Since 2006,March,2016,Finland’s foreign ministry discovered it had been the victim of a four-year breach in their computer network.,March 2016. Finland’s foreign ministry discovered it had been the victim of a four-year breach in their computer network.
332,Significant Cyber Incidents Since 2006,February,2016,"The Internal Revenue Service (IRS) announced that a breach of its systems in May 2015 had compromised over 700,000 American taxpayers. The IRS suspected that a Russian tax fraud operation is responsible for the breach.","February 2016. The Internal Revenue Service (IRS) announced that a breach of its systems in May 2015 had compromised over 700,000 American taxpayers. The IRS suspected that a Russian tax fraud operation is responsible for the breach."
333,Significant Cyber Incidents Since 2006,February,2016,"Hackers  breached  the  U.S.  Department  of  Justice’s  database,  stealing  and releasing the names, phone numbers, and email addresses or 30,000 DHS and FBI employees.","February  2016.  Hackers  breached  the  U.S.  Department  of  Justice’s  database,  stealing  and releasing the names, phone numbers, and email addresses or 30,000 DHS and FBI employees."
334,Significant Cyber Incidents Since 2006,February,2016,"The Society for Worldwide  Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by “sophisticated” threat actors, having witnessed  “a  meaningful  number”  of  attacks  on  its  customers  since  the  Bangladesh  heist  in February 2016, a fifth of which had resulted in stolen funds.","February 2016. The Society for Worldwide  Interbank Financial Telecommunication (SWIFT) warned its customers that they remain vulnerable to attacks by “sophisticated” threat actors, having witnessed  “a  meaningful  number”  of  attacks  on  its  customers  since  the  Bangladesh  heist  in February 2016, a fifth of which had resulted in stolen funds."
335,Significant Cyber Incidents Since 2006,January,2016,"Austrian-based aerospace parts manufacturer FACC had $54.5 million stolen in a cyber attack. The attackers ignored FACC’s intellectual property or proprietary data, and business operations were not affected.","January 2016. Austrian-based aerospace parts manufacturer FACC had $54.5 million stolen in a cyber attack. The attackers ignored FACC’s intellectual property or proprietary data, and business operations were not affected."
336,Significant Cyber Incidents Since 2006,January,2016,Israel revealed an operation by the United States and Britain to hack into Israel’s surveillance drones.,January 2016. Israel revealed an operation by the United States and Britain to hack into Israel’s surveillance drones.
337,Significant Cyber Incidents Since 2006,January,2016,The chief of Sri Lanka’s Financial Crimes Investigation Division had his private email account hacked. It is believed the attack was an attempt at embarrassment motivated by an ongoing crackdown by the department.,January 2016. The chief of Sri Lanka’s Financial Crimes Investigation Division had his private email account hacked. It is believed the attack was an attempt at embarrassment motivated by an ongoing crackdown by the department.
338,Significant Cyber Incidents Since 2006,January,2016,Armenian  diplomatic  missions  in  40  countries  had  their  websites  defaced  by Azerbaijani hackers.,January  2016.  Armenian  diplomatic  missions  in  40  countries  had  their  websites  defaced  by Azerbaijani hackers.
339,Significant Cyber Incidents Since 2006,January,2016,The Czech Republic’s Prime Minister had his twitter and personal email account hacked by right-wing extremists.,January 2016. The Czech Republic’s Prime Minister had his twitter and personal email account hacked by right-wing extremists.
340,Significant Cyber Incidents Since 2006,December,2015,"Security researchers say that power outages in Western Ukraine on December 23,  2015  were  the  result  of  a  coordinated  on  several  regional  distribution  power  companies. SCADA systems and system host networks were targeted and damaged. Malware was used to probe for network vulnerabilities, establish command and control, and wipe SCADA servers to delay  restoration.  Attackers  simultaneously  launched  a  denial  of  service  attack  on  system dispatchers to prevent customers from reporting disruptions. Approximately 225,000 Ukrainians were affected, but service was restored after 3-6 hours.","December 2015. Security researchers say that power outages in Western Ukraine on December 23,  2015  were  the  result  of  a  coordinated  on  several  regional  distribution  power  companies. SCADA systems and system host networks were targeted and damaged. Malware was used to probe for network vulnerabilities, establish command and control, and wipe SCADA servers to delay  restoration.  Attackers  simultaneously  launched  a  denial  of  service  attack  on  system dispatchers to prevent customers from reporting disruptions. Approximately 225,000 Ukrainians were affected, but service was restored after 3-6 hours."
341,Significant Cyber Incidents Since 2006,December,2015,"The Australian Bureau of Meteorology was attacked by hackers the previous year, with unnamed sources attributing the incident to China.","December 2015. The Australian Bureau of Meteorology was attacked by hackers the previous year, with unnamed sources attributing the incident to China."
342,Significant Cyber Incidents Since 2006,October,2015,"The ROK National Intelligence Service attributed hacks at the National Assembly, the Ministry of Unification, and the Blue House to North Korea’s General Reconnaissance Bureau.","October 2015. The ROK National Intelligence Service attributed hacks at the National Assembly, the Ministry of Unification, and the Blue House to North Korea’s General Reconnaissance Bureau."
343,Significant Cyber Incidents Since 2006,October,2015,A teenage hacker tricked Verizon and AOL customer service to gain access to the private email account of CIA Director John Brennan.,October 2015. A teenage hacker tricked Verizon and AOL customer service to gain access to the private email account of CIA Director John Brennan.
344,Significant Cyber Incidents Since 2006,November,2015,Iran’s Revolutionary Guard hacked the email and social media accounts of a number of Obama administration officials in attacked believed to be related to the arrest of an Iranian-American businessman in Tehran.,November 2015. Iran’s Revolutionary Guard hacked the email and social media accounts of a number of Obama administration officials in attacked believed to be related to the arrest of an Iranian-American businessman in Tehran.
345,Significant Cyber Incidents Since 2006,November,2015,"Spies  were  found  to  have  attempted  to  hack  into  the  German,  French,  and Japanese submarine builders bidding for a contract to build Australia’s new submarine fleet.","November  2015.  Spies  were  found  to  have  attempted  to  hack  into  the  German,  French,  and Japanese submarine builders bidding for a contract to build Australia’s new submarine fleet."
346,Significant Cyber Incidents Since 2006,September,2015,Hackers sought access to the Dutch Safety Board and other parties involved in investigating the crash of flight MH17.,September 2015. Hackers sought access to the Dutch Safety Board and other parties involved in investigating the crash of flight MH17.
347,Significant Cyber Incidents Since 2006,September,2015,Multiple  Pakistani  government  websites  were  hacked  by  the  ‘Mallu  Cyber Team.,September  2015.  Multiple  Pakistani  government  websites  were  hacked  by  the  ‘Mallu  Cyber Team.
348,Significant Cyber Incidents Since 2006,September,2015,"Cybersecurity  researchers  uncovered  a  Russian  hacking  group  called  “The Dukes” that is allegedly responsible for attacks against foreign governments and think tanks in Europe, Central Asia, and the United States over seven years.","September  2015.  Cybersecurity  researchers  uncovered  a  Russian  hacking  group  called  “The Dukes” that is allegedly responsible for attacks against foreign governments and think tanks in Europe, Central Asia, and the United States over seven years."
349,Significant Cyber Incidents Since 2006,August,2015,"Researchers  identified  a  phishing  campaign  targeting  members  of  the  Iranian diaspora,  as  well  as  at  least  one  Western  activist.     The  attacks  were  seeking  two-factor authentication credentials.","August  2015.  Researchers  identified  a  phishing  campaign  targeting  members  of  the  Iranian diaspora,  as  well  as  at  least  one  Western  activist.     The  attacks  were  seeking  two-factor authentication credentials."
350,Significant Cyber Incidents Since 2006,July,2015,The website of the Permanent Court of Arbitration in The Hague went offline in an incident that sources are connecting to hearings regarding China’s claims to territory in the South China Sea. The breach was traced back to an IP address in China. The vulnerability spread malware to the devices of website visitors.,July 2015. The website of the Permanent Court of Arbitration in The Hague went offline in an incident that sources are connecting to hearings regarding China’s claims to territory in the South China Sea. The breach was traced back to an IP address in China. The vulnerability spread malware to the devices of website visitors.
351,Significant Cyber Incidents Since 2006,July,2015,"A spear phishing attack on the Joint Chiefs of Staff unclassified email servers resulted in the system being shut down for 11 days while cyber experts rebuilt the network, affecting the work of roughly 4,000 military and civilian personnel. Officials believe that Russia is responsible for the intrusion, which occurred sometime around July 25, although China has not been ruled out as the perpetrator.","July 2015. A spear phishing attack on the Joint Chiefs of Staff unclassified email servers resulted in the system being shut down for 11 days while cyber experts rebuilt the network, affecting the work of roughly 4,000 military and civilian personnel. Officials believe that Russia is responsible for the intrusion, which occurred sometime around July 25, although China has not been ruled out as the perpetrator."
352,Significant Cyber Incidents Since 2006,July,2015,"United Airlines revealed that its computer systems were hacked in May or early June, compromising manifest data that detailed the movements of millions of Americans. The report, citing “several people familiar with the probe,” stated that the group behind this attack is the same group suspected of the Office of Personnel Management hack discovered in June.","July 2015. United Airlines revealed that its computer systems were hacked in May or early June, compromising manifest data that detailed the movements of millions of Americans. The report, citing “several people familiar with the probe,” stated that the group behind this attack is the same group suspected of the Office of Personnel Management hack discovered in June."
